Year,COMMENT_OBS,SERIES,SEX,COMPOSITE_BREAKDOWN,Value
2009,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_EUMIGRANT,0.0
2010,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_EUMIGRANT,0.0
2011,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_EUMIGRANT,0.0
2012,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_EUMIGRANT,0.0
2013,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_EUMIGRANT,0.0
2014,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_EUMIGRANT,1.2
2015,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_EUMIGRANT,0.0
2009,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NOMIGRANT,0.0
2010,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NOMIGRANT,747.0
2011,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NOMIGRANT,0.0
2012,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NOMIGRANT,0.0
2013,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NOMIGRANT,0.0
2014,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NOMIGRANT,0.3
2015,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NOMIGRANT,0.0
2009,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NONEUMIGRANT,0.0
2010,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NONEUMIGRANT,0.0
2011,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NONEUMIGRANT,0.0
2012,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NONEUMIGRANT,0.0
2013,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NONEUMIGRANT,0.0
2014,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NONEUMIGRANT,0.0
2015,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,F,MS_NONEUMIGRANT,0.0
2000,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,945.6
2001,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,922.1
2002,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,901.9
2003,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,906.0
2004,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,841.0
2005,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,798.0
2006,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,723.5
2009,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,1121.0
2010,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,1094.9
2011,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,1044.9
2012,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,916.3
2013,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,994.3
2014,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,999.5
2015,Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,,908.5
2009,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_EUMIGRANT,0.0
2010,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_EUMIGRANT,0.0
2011,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_EUMIGRANT,0.0
2012,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_EUMIGRANT,0.0
2013,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_EUMIGRANT,0.0
2014,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_EUMIGRANT,4.8
2015,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_EUMIGRANT,0.0
2009,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NOMIGRANT,0.0
2010,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NOMIGRANT,1196.8
2011,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NOMIGRANT,0.0
2012,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NOMIGRANT,0.0
2013,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NOMIGRANT,0.0
2014,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NOMIGRANT,2.3
2015,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NOMIGRANT,0.0
2009,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NONEUMIGRANT,0.0
2010,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NONEUMIGRANT,0.0
2011,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NONEUMIGRANT,0.0
2012,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NONEUMIGRANT,0.0
2013,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NONEUMIGRANT,0.0
2014,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NONEUMIGRANT,5.2
2015,Obs_Value = 0.0;  Repository: ILO calculations based on Eurostat data | Reference group coverage: Employees | Coverage of occupational injuries: Reported injuries | Definition of permanent incapacity: Permanent incapacity is defined as 183 or days of absence from work,SL_EMP_INJUR,M,MS_NONEUMIGRANT,0.0
